Province/State,Country/Region,Lat,Long,Date,Value,ISO 3166-1 Alpha 3-Codes,Region Code,Sub-region Code,Intermediate Region Code
Victoria,Australia,-37.8136,144.9631,30-01-2020,2,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,29-01-2020,1,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,28-01-2020,1,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,27-01-2020,1,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,26-01-2020,1,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,25-01-2020,0,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,24-01-2020,0,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,23-01-2020,0,AUS,9,53,
Victoria,Australia,-37.8136,144.9631,22-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,15-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,14-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,13-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,12-05-2020,553,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,11-05-2020,553,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,10-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,09-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,08-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,07-05-2020,552,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,06-05-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,05-05-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,04-05-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,03-05-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,02-05-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,01-05-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,30-04-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,29-04-2020,551,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,28-04-2020,550,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,27-04-2020,549,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,26-04-2020,549,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,25-04-2020,549,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,24-04-2020,548,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,23-04-2020,546,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,22-04-2020,546,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,21-04-2020,546,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,20-04-2020,545,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,19-04-2020,545,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,18-04-2020,544,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,17-04-2020,541,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,16-04-2020,532,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,15-04-2020,527,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,14-04-2020,527,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,13-04-2020,517,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,12-04-2020,514,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,11-04-2020,514,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,10-04-2020,506,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,09-04-2020,495,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,08-04-2020,481,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,07-04-2020,460,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,06-04-2020,460,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,05-04-2020,453,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,04-04-2020,436,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,03-04-2020,400,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,02-04-2020,400,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,01-04-2020,392,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,31-03-2020,364,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,30-03-2020,355,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,29-03-2020,311,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,28-03-2020,278,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,27-03-2020,231,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,26-03-2020,231,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,25-03-2020,175,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,24-03-2020,175,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,23-03-2020,140,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,22-03-2020,120,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,21-03-2020,90,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,20-03-2020,64,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,19-03-2020,52,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,18-03-2020,35,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,17-03-2020,31,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,16-03-2020,28,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,15-03-2020,17,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,14-03-2020,17,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,13-03-2020,14,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,12-03-2020,9,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,11-03-2020,9,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,10-03-2020,6,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,09-03-2020,4,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,08-03-2020,3,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,07-03-2020,3,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,06-03-2020,3,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,05-03-2020,3,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,04-03-2020,2,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,03-03-2020,2,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,02-03-2020,2,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,01-03-2020,2,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,29-02-2020,2,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,28-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,27-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,26-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,25-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,24-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,23-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,22-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,21-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,20-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,19-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,18-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,17-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,16-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,15-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,14-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,13-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,12-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,11-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,10-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,09-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,08-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,07-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,06-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,05-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,04-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,03-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,02-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,01-02-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,31-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,30-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,29-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,28-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,27-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,26-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,25-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,24-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,23-01-2020,0,AUS,9,53,
Western Australia,Australia,-31.9505,115.8605,22-01-2020,0,AUS,9,53,
,Austria,47.5162,14.5501,15-05-2020,16109,AUT,150,155,
,Austria,47.5162,14.5501,14-05-2020,16058,AUT,150,155,
,Austria,47.5162,14.5501,13-05-2020,15997,AUT,150,155,
,Austria,47.5162,14.5501,12-05-2020,15961,AUT,150,155,
,Austria,47.5162,14.5501,11-05-2020,15882,AUT,150,155,
,Austria,47.5162,14.5501,10-05-2020,15871,AUT,150,155,
,Austria,47.5162,14.5501,09-05-2020,15833,AUT,150,155,
,Austria,47.5162,14.5501,08-05-2020,15774,AUT,150,155,
,Austria,47.5162,14.5501,07-05-2020,15752,AUT,150,155,
,Austria,47.5162,14.5501,06-05-2020,15684,AUT,150,155,
,Austria,47.5162,14.5501,05-05-2020,15650,AUT,150,155,
,Austria,47.5162,14.5501,04-05-2020,15621,AUT,150,155,
,Austria,47.5162,14.5501,03-05-2020,15597,AUT,150,155,
,Austria,47.5162,14.5501,02-05-2020,15558,AUT,150,155,
,Austria,47.5162,14.5501,01-05-2020,15531,AUT,150,155,
,Austria,47.5162,14.5501,30-04-2020,15452,AUT,150,155,
,Austria,47.5162,14.5501,29-04-2020,15402,AUT,150,155,
,Austria,47.5162,14.5501,28-04-2020,15357,AUT,150,155,
,Austria,47.5162,14.5501,27-04-2020,15274,AUT,150,155,
,Austria,47.5162,14.5501,26-04-2020,15225,AUT,150,155,
,Austria,47.5162,14.5501,25-04-2020,15148,AUT,150,155,
,Austria,47.5162,14.5501,24-04-2020,15071,AUT,150,155,
,Austria,47.5162,14.5501,23-04-2020,15002,AUT,150,155,
,Austria,47.5162,14.5501,22-04-2020,14925,AUT,150,155,
,Austria,47.5162,14.5501,21-04-2020,14873,AUT,150,155,
,Austria,47.5162,14.5501,20-04-2020,14795,AUT,150,155,
,Austria,47.5162,14.5501,19-04-2020,14749,AUT,150,155,
,Austria,47.5162,14.5501,18-04-2020,14671,AUT,150,155,
,Austria,47.5162,14.5501,17-04-2020,14595,AUT,150,155,
,Austria,47.5162,14.5501,16-04-2020,14476,AUT,150,155,
,Austria,47.5162,14.5501,15-04-2020,14336,AUT,150,155,
,Austria,47.5162,14.5501,14-04-2020,14226,AUT,150,155,
,Austria,47.5162,14.5501,13-04-2020,14041,AUT,150,155,
,Austria,47.5162,14.5501,12-04-2020,13945,AUT,150,155,
,Austria,47.5162,14.5501,11-04-2020,13806,AUT,150,155,
,Austria,47.5162,14.5501,10-04-2020,13555,AUT,150,155,
,Austria,47.5162,14.5501,09-04-2020,13244,AUT,150,155,
,Austria,47.5162,14.5501,08-04-2020,12942,AUT,150,155,
,Austria,47.5162,14.5501,07-04-2020,12639,AUT,150,155,
,Austria,47.5162,14.5501,06-04-2020,12297,AUT,150,155,
,Austria,47.5162,14.5501,05-04-2020,12051,AUT,150,155,
,Austria,47.5162,14.5501,04-04-2020,11781,AUT,150,155,
,Austria,47.5162,14.5501,03-04-2020,11524,AUT,150,155,
,Austria,47.5162,14.5501,02-04-2020,11129,AUT,150,155,
,Austria,47.5162,14.5501,01-04-2020,10711,AUT,150,155,
,Austria,47.5162,14.5501,31-03-2020,10180,AUT,150,155,
,Austria,47.5162,14.5501,30-03-2020,9618,AUT,150,155,
,Austria,47.5162,14.5501,29-03-2020,8788,AUT,150,155,
,Austria,47.5162,14.5501,28-03-2020,8271,AUT,150,155,
,Austria,47.5162,14.5501,27-03-2020,7657,AUT,150,155,
,Austria,47.5162,14.5501,26-03-2020,6909,AUT,150,155,
,Austria,47.5162,14.5501,25-03-2020,5588,AUT,150,155,
,Austria,47.5162,14.5501,24-03-2020,5283,AUT,150,155,
,Austria,47.5162,14.5501,23-03-2020,4474,AUT,150,155,
,Austria,47.5162,14.5501,22-03-2020,3582,AUT,150,155,
,Austria,47.5162,14.5501,21-03-2020,2814,AUT,150,155,
,Austria,47.5162,14.5501,20-03-2020,2388,AUT,150,155,
,Austria,47.5162,14.5501,19-03-2020,2013,AUT,150,155,
,Austria,47.5162,14.5501,18-03-2020,1646,AUT,150,155,
,Austria,47.5162,14.5501,17-03-2020,1332,AUT,150,155,
,Austria,47.5162,14.5501,16-03-2020,1018,AUT,150,155,
,Austria,47.5162,14.5501,15-03-2020,860,AUT,150,155,
,Austria,47.5162,14.5501,14-03-2020,655,AUT,150,155,
,Austria,47.5162,14.5501,13-03-2020,504,AUT,150,155,
,Austria,47.5162,14.5501,12-03-2020,302,AUT,150,155,
,Austria,47.5162,14.5501,11-03-2020,246,AUT,150,155,
,Austria,47.5162,14.5501,10-03-2020,182,AUT,150,155,
,Austria,47.5162,14.5501,09-03-2020,131,AUT,150,155,
,Austria,47.5162,14.5501,08-03-2020,104,AUT,150,155,
,Austria,47.5162,14.5501,07-03-2020,79,AUT,150,155,
,Austria,47.5162,14.5501,06-03-2020,55,AUT,150,155,
,Austria,47.5162,14.5501,05-03-2020,41,AUT,150,155,
,Austria,47.5162,14.5501,04-03-2020,29,AUT,150,155,
,Austria,47.5162,14.5501,03-03-2020,21,AUT,150,155,
,Austria,47.5162,14.5501,02-03-2020,18,AUT,150,155,
,Austria,47.5162,14.5501,01-03-2020,14,AUT,150,155,
,Austria,47.5162,14.5501,29-02-2020,9,AUT,150,155,
,Austria,47.5162,14.5501,28-02-2020,3,AUT,150,155,
,Austria,47.5162,14.5501,27-02-2020,3,AUT,150,155,
,Austria,47.5162,14.5501,26-02-2020,2,AUT,150,155,
,Austria,47.5162,14.5501,25-02-2020,2,AUT,150,155,
,Austria,47.5162,14.5501,24-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,23-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,22-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,21-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,20-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,19-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,18-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,17-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,16-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,15-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,14-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,13-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,12-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,11-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,10-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,09-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,08-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,07-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,06-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,05-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,04-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,03-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,02-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,01-02-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,31-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,30-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,29-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,28-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,27-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,26-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,25-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,24-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,23-01-2020,0,AUT,150,155,
,Austria,47.5162,14.5501,22-01-2020,0,AUT,150,155,
,Azerbaijan,40.1431,47.5769,15-05-2020,2980,AZE,142,145,
,Azerbaijan,40.1431,47.5769,14-05-2020,2879,AZE,142,145,
,Azerbaijan,40.1431,47.5769,13-05-2020,2758,AZE,142,145,
,Azerbaijan,40.1431,47.5769,12-05-2020,2693,AZE,142,145,
,Azerbaijan,40.1431,47.5769,11-05-2020,2589,AZE,142,145,
,Azerbaijan,40.1431,47.5769,10-05-2020,2519,AZE,142,145,
,Azerbaijan,40.1431,47.5769,09-05-2020,2422,AZE,142,145,
,Azerbaijan,40.1431,47.5769,08-05-2020,2279,AZE,142,145,
,Azerbaijan,40.1431,47.5769,07-05-2020,2204,AZE,142,145,
,Azerbaijan,40.1431,47.5769,06-05-2020,2127,AZE,142,145,
,Azerbaijan,40.1431,47.5769,05-05-2020,2060,AZE,142,145,
,Azerbaijan,40.1431,47.5769,04-05-2020,1984,AZE,142,145,
,Azerbaijan,40.1431,47.5769,03-05-2020,1932,AZE,142,145,
,Azerbaijan,40.1431,47.5769,02-05-2020,1894,AZE,142,145,
,Azerbaijan,40.1431,47.5769,01-05-2020,1854,AZE,142,145,
,Azerbaijan,40.1431,47.5769,30-04-2020,1804,AZE,142,145,
,Azerbaijan,40.1431,47.5769,29-04-2020,1766,AZE,142,145,
,Azerbaijan,40.1431,47.5769,28-04-2020,1717,AZE,142,145,
,Azerbaijan,40.1431,47.5769,27-04-2020,1678,AZE,142,145,
,Azerbaijan,40.1431,47.5769,26-04-2020,1645,AZE,142,145,
,Azerbaijan,40.1431,47.5769,25-04-2020,1617,AZE,142,145,
,Azerbaijan,40.1431,47.5769,24-04-2020,1592,AZE,142,145,
,Azerbaijan,40.1431,47.5769,23-04-2020,1548,AZE,142,145,
,Azerbaijan,40.1431,47.5769,22-04-2020,1518,AZE,142,145,
,Azerbaijan,40.1431,47.5769,21-04-2020,1480,AZE,142,145,
,Azerbaijan,40.1431,47.5769,20-04-2020,1436,AZE,142,145,
,Azerbaijan,40.1431,47.5769,19-04-2020,1398,AZE,142,145,
,Azerbaijan,40.1431,47.5769,18-04-2020,1373,AZE,142,145,
,Azerbaijan,40.1431,47.5769,17-04-2020,1340,AZE,142,145,
,Azerbaijan,40.1431,47.5769,16-04-2020,1283,AZE,142,145,
,Azerbaijan,40.1431,47.5769,15-04-2020,1253,AZE,142,145,
,Azerbaijan,40.1431,47.5769,14-04-2020,1197,AZE,142,145,
,Azerbaijan,40.1431,47.5769,13-04-2020,1148,AZE,142,145,
,Azerbaijan,40.1431,47.5769,12-04-2020,1098,AZE,142,145,
,Azerbaijan,40.1431,47.5769,11-04-2020,1058,AZE,142,145,
,Azerbaijan,40.1431,47.5769,10-04-2020,991,AZE,142,145,
,Azerbaijan,40.1431,47.5769,09-04-2020,926,AZE,142,145,
,Azerbaijan,40.1431,47.5769,08-04-2020,822,AZE,142,145,
,Azerbaijan,40.1431,47.5769,07-04-2020,717,AZE,142,145,
,Azerbaijan,40.1431,47.5769,06-04-2020,641,AZE,142,145,
,Azerbaijan,40.1431,47.5769,05-04-2020,584,AZE,142,145,
,Azerbaijan,40.1431,47.5769,04-04-2020,521,AZE,142,145,
,Azerbaijan,40.1431,47.5769,03-04-2020,443,AZE,142,145,
,Azerbaijan,40.1431,47.5769,02-04-2020,400,AZE,142,145,
,Azerbaijan,40.1431,47.5769,01-04-2020,359,AZE,142,145,
,Azerbaijan,40.1431,47.5769,31-03-2020,298,AZE,142,145,
,Azerbaijan,40.1431,47.5769,30-03-2020,273,AZE,142,145,
,Azerbaijan,40.1431,47.5769,29-03-2020,209,AZE,142,145,
,Azerbaijan,40.1431,47.5769,28-03-2020,182,AZE,142,145,
,Azerbaijan,40.1431,47.5769,27-03-2020,165,AZE,142,145,
,Azerbaijan,40.1431,47.5769,26-03-2020,122,AZE,142,145,
,Azerbaijan,40.1431,47.5769,25-03-2020,93,AZE,142,145,
,Azerbaijan,40.1431,47.5769,24-03-2020,87,AZE,142,145,
,Azerbaijan,40.1431,47.5769,23-03-2020,72,AZE,142,145,
,Azerbaijan,40.1431,47.5769,22-03-2020,65,AZE,142,145,
,Azerbaijan,40.1431,47.5769,21-03-2020,53,AZE,142,145,
,Azerbaijan,40.1431,47.5769,20-03-2020,44,AZE,142,145,
,Azerbaijan,40.1431,47.5769,19-03-2020,44,AZE,142,145,
,Azerbaijan,40.1431,47.5769,18-03-2020,28,AZE,142,145,
,Azerbaijan,40.1431,47.5769,17-03-2020,28,AZE,142,145,
,Azerbaijan,40.1431,47.5769,16-03-2020,28,AZE,142,145,
,Azerbaijan,40.1431,47.5769,15-03-2020,23,AZE,142,145,
,Azerbaijan,40.1431,47.5769,14-03-2020,15,AZE,142,145,
,Azerbaijan,40.1431,47.5769,13-03-2020,15,AZE,142,145,
,Azerbaijan,40.1431,47.5769,12-03-2020,11,AZE,142,145,
,Azerbaijan,40.1431,47.5769,11-03-2020,11,AZE,142,145,
,Azerbaijan,40.1431,47.5769,10-03-2020,11,AZE,142,145,
,Azerbaijan,40.1431,47.5769,09-03-2020,9,AZE,142,145,
,Azerbaijan,40.1431,47.5769,08-03-2020,9,AZE,142,145,
,Azerbaijan,40.1431,47.5769,07-03-2020,9,AZE,142,145,
,Azerbaijan,40.1431,47.5769,06-03-2020,6,AZE,142,145,
,Azerbaijan,40.1431,47.5769,05-03-2020,6,AZE,142,145,
,Azerbaijan,40.1431,47.5769,04-03-2020,3,AZE,142,145,
,Azerbaijan,40.1431,47.5769,03-03-2020,3,AZE,142,145,
,Azerbaijan,40.1431,47.5769,02-03-2020,3,AZE,142,145,
,Azerbaijan,40.1431,47.5769,01-03-2020,3,AZE,142,145,
,Azerbaijan,40.1431,47.5769,29-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,28-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,27-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,26-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,25-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,24-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,23-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,22-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,21-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,20-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,19-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,18-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,17-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,16-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,15-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,14-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,13-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,12-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,11-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,10-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,09-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,08-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,07-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,06-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,05-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,04-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,03-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,02-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,01-02-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,31-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,30-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,29-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,28-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,27-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,26-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,25-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,24-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,23-01-2020,0,AZE,142,145,
,Azerbaijan,40.1431,47.5769,22-01-2020,0,AZE,142,145,
,Bahamas,25.0343,-77.3963,15-05-2020,96,BHS,19,419,29
,Bahamas,25.0343,-77.3963,14-05-2020,96,BHS,19,419,29
,Bahamas,25.0343,-77.3963,13-05-2020,94,BHS,19,419,29
,Bahamas,25.0343,-77.3963,12-05-2020,93,BHS,19,419,29
,Bahamas,25.0343,-77.3963,11-05-2020,93,BHS,19,419,29
,Bahamas,25.0343,-77.3963,10-05-2020,92,BHS,19,419,29
,Bahamas,25.0343,-77.3963,09-05-2020,92,BHS,19,419,29
,Bahamas,25.0343,-77.3963,08-05-2020,92,BHS,19,419,29
,Bahamas,25.0343,-77.3963,07-05-2020,92,BHS,19,419,29
,Bahamas,25.0343,-77.3963,06-05-2020,92,BHS,19,419,29
,Bahamas,25.0343,-77.3963,05-05-2020,89,BHS,19,419,29
,Bahamas,25.0343,-77.3963,04-05-2020,83,BHS,19,419,29
,Bahamas,25.0343,-77.3963,03-05-2020,83,BHS,19,419,29
,Bahamas,25.0343,-77.3963,02-05-2020,83,BHS,19,419,29
,Bahamas,25.0343,-77.3963,01-05-2020,81,BHS,19,419,29
,Bahamas,25.0343,-77.3963,30-04-2020,81,BHS,19,419,29
,Bahamas,25.0343,-77.3963,29-04-2020,80,BHS,19,419,29
,Bahamas,25.0343,-77.3963,28-04-2020,80,BHS,19,419,29
,Bahamas,25.0343,-77.3963,27-04-2020,80,BHS,19,419,29
,Bahamas,25.0343,-77.3963,26-04-2020,80,BHS,19,419,29
,Bahamas,25.0343,-77.3963,25-04-2020,78,BHS,19,419,29
,Bahamas,25.0343,-77.3963,24-04-2020,73,BHS,19,419,29
,Bahamas,25.0343,-77.3963,23-04-2020,72,BHS,19,419,29
,Bahamas,25.0343,-77.3963,22-04-2020,65,BHS,19,419,29
,Bahamas,25.0343,-77.3963,21-04-2020,65,BHS,19,419,29
